	mouseSampleTag5	mouseSampleTag6	mouseSampleTag7	mouseSampleTag8	mouseSampleTag9	TagIDs
Aoki_128671	1.78834344170947	-0.423544405651403	-0.422831769456357	-0.470983633300853	-0.470983633300853	mouseSampleTag5
Aoki_30917	1.78835625458479	-0.423844616466952	-0.423140971150577	-0.47068533348363	-0.47068533348363	mouseSampleTag5
Aoki_667756	1.78835156124445	-0.423734210966799	-0.423027259024082	-0.470795045626785	-0.470795045626785	mouseSampleTag5
Aoki_151473	1.78795297346114	-0.409400398161213	-0.421689748225459	-0.478431413537233	-0.478431413537233	mouseSampleTag5
Aoki_378870	1.7879879228303	-0.410144835931986	-0.422193648661385	-0.477824719118467	-0.477824719118467	mouseSampleTag5
Aoki_16709	1.78822278281022	-0.415590983965131	-0.425878374878668	-0.473376711983211	-0.473376711983211	mouseSampleTag5
Aoki_420968	1.78817370634184	-0.414379370998922	-0.425058887513944	-0.474367723914488	-0.474367723914488	mouseSampleTag5
Aoki_238443	1.78819912231009	-0.420390637405805	-0.419583623967856	-0.474112430468216	-0.474112430468216	mouseSampleTag5
Aoki_262361	1.78810880472194	-0.418590428241184	-0.417729603204682	-0.475894386638038	-0.475894386638038	mouseSampleTag5
Aoki_870240	1.78733543308017	-0.398044996473001	-0.413996520126584	-0.487646958240291	-0.487646958240291	mouseSampleTag5
Aoki_666317	1.78733134534467	-0.392385303476389	-0.421350101658204	-0.486797970105039	-0.486797970105039	mouseSampleTag5
Aoki_821942	1.78737498115352	-0.393181528577762	-0.421728557164251	-0.486232447705755	-0.486232447705755	mouseSampleTag5
Aoki_763504	1.78767661119515	-0.395651450614059	-0.42974553834522	-0.481139811117934	-0.481139811117934	mouseSampleTag5
Aoki_827673	1.78773445127824	-0.396940226899205	-0.430186867823442	-0.480303678277796	-0.480303678277796	mouseSampleTag5
Aoki_7713	1.78765820176079	-0.392845613185658	-0.433848852104846	-0.480481868235143	-0.480481868235143	mouseSampleTag5
Aoki_136070	1.78762365665974	-0.390301199783177	-0.437139059977946	-0.480091698449307	-0.480091698449307	mouseSampleTag5
Aoki_160201	1.78781519243301	-0.401975833937784	-0.425903045813143	-0.479968156341041	-0.479968156341041	mouseSampleTag5
Aoki_817071	1.78784198823827	-0.402566038647622	-0.426182839276671	-0.479546555156989	-0.479546555156989	mouseSampleTag5
Aoki_208900	1.78800963731272	-0.403581750015592	-0.432457391108577	-0.475985248094277	-0.475985248094277	mouseSampleTag5
Aoki_833896	1.78796208311696	-0.402364725706662	-0.432041807132998	-0.47677777513865	-0.47677777513865	mouseSampleTag5
Aoki_211039	1.78811917480417	-0.409196362145522	-0.429322851849901	-0.474799980404374	-0.474799980404374	mouseSampleTag5
Aoki_524106	1.7879687810811	-0.405469956747154	-0.427558804408566	-0.47747000996269	-0.47747000996269	mouseSampleTag5
Aoki_743608	1.7858039861453	-0.377811311215587	-0.399339089108008	-0.504326792910854	-0.504326792910854	mouseSampleTag5
Aoki_865717	1.78597893813136	-0.37985085705356	-0.40075268062049	-0.502687700228655	-0.502687700228655	mouseSampleTag5
Aoki_293649	1.78656778122751	-0.38361700827113	-0.410359981579964	-0.496295395688206	-0.496295395688206	mouseSampleTag5
Aoki_813349	1.78679620590882	-0.383409532341513	-0.417078057846801	-0.493154307860253	-0.493154307860253	mouseSampleTag5
Aoki_509234	1.78599631320459	-0.366654072407357	-0.41975266118415	-0.499794789806542	-0.499794789806542	mouseSampleTag5
Aoki_230742	1.78627080055025	-0.376414287496561	-0.412310854026801	-0.498772829513446	-0.498772829513446	mouseSampleTag5
Aoki_679302	1.78613186783269	-0.374519394003095	-0.411367779781427	-0.500122347024085	-0.500122347024085	mouseSampleTag5
Aoki_653462	1.78392211321736	-0.363202160635437	-0.380869404404618	-0.519925274088654	-0.519925274088654	mouseSampleTag5
Aoki_338634	1.78385350847317	-0.367131465261647	-0.375468216154142	-0.520626913528691	-0.520626913528691	mouseSampleTag5
Aoki_862729	1.78420371350715	-0.370025635894334	-0.37806557695409	-0.518056250329365	-0.518056250329365	mouseSampleTag5
Aoki_332071	1.78449438316096	-0.382750355771839	-0.370226171325007	-0.515758928032056	-0.515758928032056	mouseSampleTag5
Aoki_389928	1.78421680500827	-0.375081757797579	-0.373113290648854	-0.518010878280919	-0.518010878280919	mouseSampleTag5
Aoki_400718	1.78510175821173	-0.355902370544969	-0.413816949991998	-0.507691218837383	-0.507691218837383	mouseSampleTag5
Aoki_515677	1.78535564963469	-0.364711224966547	-0.40647902503025	-0.507082699818947	-0.507082699818947	mouseSampleTag5
Aoki_287895	1.7835129917952	-0.34880457506279	-0.39148990812985	-0.521609254301281	-0.521609254301281	mouseSampleTag5
Aoki_269551	1.78450956281193	-0.358564370779187	-0.397067669960972	-0.514438761035885	-0.514438761035885	mouseSampleTag5
Aoki_717370	1.78458550436278	-0.360056183948067	-0.396586291218414	-0.513971514598149	-0.513971514598149	mouseSampleTag5
Aoki_168551	1.78458014223316	-0.352543699600523	-0.407057826786574	-0.51248930792303	-0.51248930792303	mouseSampleTag5
Aoki_266294	1.78452262873874	-0.355314447545853	-0.401783891990515	-0.513712144601188	-0.513712144601188	mouseSampleTag5
Aoki_851725	1.78594723361176	-0.405444443190641	-0.375532573375641	-0.502485108522737	-0.502485108522737	mouseSampleTag5
Aoki_859329	1.78558750129468	-0.402891435256687	-0.371184464842177	-0.505755800597907	-0.505755800597907	mouseSampleTag5
Aoki_657304	1.78586465387314	-0.415667875920352	-0.366937735095593	-0.501629521428595	-0.501629521428595	mouseSampleTag5
Aoki_44420	1.78611712215242	-0.412874929596906	-0.373202030369907	-0.500020081092801	-0.500020081092801	mouseSampleTag5
Aoki_132383	1.78587631967011	-0.411366788270183	-0.369987007046797	-0.502261262176563	-0.502261262176563	mouseSampleTag5
Aoki_261815	1.78595405229373	-0.411846989391472	-0.371010377195164	-0.501548342853548	-0.501548342853548	mouseSampleTag5
Aoki_158114	1.78556667335079	-0.391352160924068	-0.380474936680666	-0.506869787873028	-0.506869787873028	mouseSampleTag5
Aoki_644086	1.78533347798247	-0.392404933671654	-0.3754172057421	-0.508755669284359	-0.508755669284359	mouseSampleTag5
Aoki_443996	1.78541796369825	-0.385250413845953	-0.383555652294456	-0.508305948778922	-0.508305948778922	mouseSampleTag5
Aoki_645016	1.78573371621425	-0.38820165933264	-0.386586563104745	-0.505472746888434	-0.505472746888434	mouseSampleTag5
Aoki_188438	1.78652852609217	-0.402793728408168	-0.38898441141977	-0.497375193132114	-0.497375193132114	mouseSampleTag5
Aoki_758815	1.78647388728091	-0.410022739955494	-0.381991926806754	-0.497229610259331	-0.497229610259331	mouseSampleTag5
Aoki_91459	1.78635491084132	-0.388995198929626	-0.3987170566246	-0.499321327643545	-0.499321327643545	mouseSampleTag5
Aoki_254493	1.78619169590303	-0.392786458450136	-0.391232242193871	-0.50108649762951	-0.50108649762951	mouseSampleTag5
Aoki_462530	1.78679248593829	-0.394385126607578	-0.403215623758197	-0.494595867786257	-0.494595867786257	mouseSampleTag5
Aoki_716619	1.78656235046585	-0.396758580481539	-0.39531651736763	-0.497243626308341	-0.497243626308341	mouseSampleTag5
Aoki_853775	1.78679932660213	-0.399465281389818	-0.398099754889475	-0.494617145161419	-0.494617145161419	mouseSampleTag5
Aoki_693337	1.78720583658188	-0.442147446583443	-0.378399277181954	-0.483329556408242	-0.483329556408242	mouseSampleTag5
Aoki_791025	1.78703627547812	-0.441871684913575	-0.374926919251276	-0.485118835656632	-0.485118835656632	mouseSampleTag5
Aoki_165691	1.78736989721297	-0.433364893746352	-0.386046566238483	-0.48397921861407	-0.48397921861407	mouseSampleTag5
Aoki_452941	1.78688077027207	-0.431181115607523	-0.376625097212171	-0.489537278726186	-0.489537278726186	mouseSampleTag5
Aoki_568285	1.78596975738837	-0.426661317865112	-0.362307557747684	-0.498500440887788	-0.498500440887788	mouseSampleTag5
Aoki_153772	1.78658841615592	-0.441191205592464	-0.366459233177184	-0.489468988693134	-0.489468988693134	mouseSampleTag5
Aoki_645930	1.78601197204914	-0.440392898278416	-0.356700095785385	-0.494459488992669	-0.494459488992669	mouseSampleTag5
Aoki_600255	1.7872812683534	-0.424475499911165	-0.389120739161787	-0.486842514640222	-0.486842514640222	mouseSampleTag5
Aoki_447540	1.78716364987172	-0.423626194496597	-0.386974157686041	-0.488281648844543	-0.488281648844543	mouseSampleTag5
Aoki_834902	1.78717101934978	-0.423678552784902	-0.387106444049332	-0.488193011257771	-0.488193011257771	mouseSampleTag5
Aoki_471922	1.78720377982063	-0.42391265965624	-0.38769800440576	-0.487796557879315	-0.487796557879315	mouseSampleTag5
Aoki_616081	1.7872132764393	-0.423980941522473	-0.387870567786382	-0.48768088356522	-0.48768088356522	mouseSampleTag5
Aoki_368204	1.78721166606119	-0.404569686959685	-0.403348746062927	-0.489646616519291	-0.489646616519291	mouseSampleTag5
Aoki_715401	1.78720730172861	-0.404512556724737	-0.403289995764987	-0.489702374619442	-0.489702374619442	mouseSampleTag5
Aoki_554891	1.7871484481469	-0.41580443892081	-0.39207299602548	-0.489635506600305	-0.489635506600305	mouseSampleTag5
Aoki_750254	1.78699030389495	-0.414361357546393	-0.389554857141189	-0.491537044603684	-0.491537044603684	mouseSampleTag5
Aoki_542181	1.78746958601647	-0.419426407559529	-0.397211964673939	-0.485415606891501	-0.485415606891501	mouseSampleTag5
Aoki_512259	1.78720578626167	-0.409889959826739	-0.398262656260234	-0.489526585087351	-0.489526585087351	mouseSampleTag5
Aoki_560047	1.78747073652257	-0.413050849508437	-0.402398376889427	-0.486010755062355	-0.486010755062355	mouseSampleTag5
Aoki_144967	1.67977791199305	0.0550168556865062	-0.897349354703673	-0.517277355608077	-0.320168057367802	mouseSampleTag5
Aoki_826001	1.74118061890621	-0.16452726956061	-0.786695073948582	-0.466793663064969	-0.323164612332053	mouseSampleTag5
Aoki_663765	1.72159836881945	-0.11004066184416	-0.699607179794428	-0.699607179794428	-0.212343347386436	mouseSampleTag5
Aoki_180648	1.72802420360565	-0.160734301276781	-0.690406961650875	-0.690406961650875	-0.186475979027124	mouseSampleTag5
Aoki_635220	1.72814575311909	-0.163042013123404	-0.690230663294773	-0.690230663294773	-0.18464241340614	mouseSampleTag5
Aoki_271350	1.72698449042812	-0.0727453624974115	-0.648397093267513	-0.710230920797863	-0.295611113865333	mouseSampleTag5
Aoki_806744	1.69481757563812	0.0418328269668838	-0.720613958808674	-0.720613958808674	-0.295422484987652	mouseSampleTag5
Aoki_320081	1.70745788142416	-0.013710274194675	-0.710721335374131	-0.710721335374131	-0.272304936481225	mouseSampleTag5
Aoki_744365	1.71072349968292	-0.00534703832587148	-0.700089759801427	-0.700089759801427	-0.305196941754196	mouseSampleTag5
Aoki_173755	1.67368600093054	0.133881465482352	-0.80354756917536	-0.626778234928545	-0.377241662308991	mouseSampleTag5
Aoki_854168	1.67173374600893	0.145902890568798	-0.723317502144914	-0.723317502144914	-0.371001632287904	mouseSampleTag5
Aoki_575054	1.6568303526845	0.181632971508252	-0.606517498805438	-0.834163095083494	-0.39778273030382	mouseSampleTag5
Aoki_220950	1.70992955248496	0.0434068975582716	-0.652676842761088	-0.696178904007069	-0.404480703275071	mouseSampleTag5
Aoki_383777	1.69323441755697	0.0821913371014495	-0.646030578109094	-0.753217548819396	-0.376177627729929	mouseSampleTag5
Aoki_860495	1.524343424139	0.331693009503239	-0.644410714359224	-1.06247097143624	-0.14915474784678	mouseSampleTag5
Aoki_453535	1.66000697972394	0.0627752054807536	-0.77883750628368	-0.77883750628368	-0.165107172637332	mouseSampleTag5
Aoki_755418	1.60921096429439	0.202795251071404	-0.818034254089471	-0.818034254089471	-0.175937707186853	mouseSampleTag5
Aoki_716947	1.67909762599476	-0.234416445718592	-0.265535942157133	-1.01382431881378	-0.165320919305256	mouseSampleTag5
Aoki_281563	1.72371140269435	-0.476136038142484	-0.226842655645222	-0.849267705488798	-0.171465003417843	mouseSampleTag5
Aoki_382651	1.71062216584451	-0.364292646269803	-0.248163765230309	-0.920898293215213	-0.177267461129189	mouseSampleTag5
Aoki_217167	1.72763385297235	-0.0638914731434742	-0.470967041447393	-0.793913226610814	-0.398862111770671	mouseSampleTag5
Aoki_754007	1.71267394494959	-0.0110156363902528	-0.477723206513702	-0.823389622947993	-0.400545479097642	mouseSampleTag5
Aoki_747699	1.75714452873677	-0.283528281323874	-0.292201431033658	-0.746916656221937	-0.434498160157304	mouseSampleTag5
Aoki_785676	1.75981100747865	-0.267337702123784	-0.364676509654306	-0.740878634162512	-0.386918161538051	mouseSampleTag5
Aoki_393677	1.73667437320152	-0.232016272422151	-0.363698317009034	-0.841551368539027	-0.299408415231309	mouseSampleTag5
Aoki_668121	1.7131038785993	-0.1240639370166	-0.401447211614445	-0.896727983348947	-0.290864746619303	mouseSampleTag5
Aoki_511924	1.77449681510661	-0.413872142663273	-0.44842493993241	-0.633204072803374	-0.27899565970755	mouseSampleTag5
Aoki_358482	1.77405873692703	-0.43422750838848	-0.551315945211714	-0.551315945211714	-0.237199338115117	mouseSampleTag5
Aoki_269302	1.77098223634386	-0.424924826693715	-0.563507375078696	-0.563507375078696	-0.21904265949275	mouseSampleTag5
Aoki_850932	1.77221756684924	-0.411753357012167	-0.563601481171705	-0.563601481171705	-0.233261247493662	mouseSampleTag5
Aoki_22037	1.76620775843146	-0.370412246349975	-0.55920971162799	-0.619105648167753	-0.217480152285738	mouseSampleTag5
Aoki_357421	1.77159374025922	-0.384930035527278	-0.572023388210997	-0.572023388210997	-0.242616928309945	mouseSampleTag5
Aoki_471153	1.77166498794246	-0.38506703201326	-0.571775715807314	-0.571775715807314	-0.243046524314577	mouseSampleTag5
Aoki_651811	1.77328110643641	-0.298859208245384	-0.509076388790287	-0.625942684062316	-0.339402825338425	mouseSampleTag5
Aoki_855030	1.76578040234294	-0.270334029180539	-0.548206603675249	-0.646502811324588	-0.300736958162564	mouseSampleTag5
Aoki_1742	1.76839549048536	-0.303499703895724	-0.56668018397491	-0.6166536960141	-0.281561906600623	mouseSampleTag5
Aoki_473848	1.76804954035727	-0.280101361244987	-0.569531461707886	-0.616423706222866	-0.301993011181533	mouseSampleTag5
Aoki_162840	1.77386742125708	-0.354873683171085	-0.569846561414961	-0.569846561414961	-0.279300615256076	mouseSampleTag5
Aoki_760140	1.76729970539581	-0.335676501868528	-0.593247506265222	-0.593247506265222	-0.245128190996839	mouseSampleTag5
Aoki_877650	1.76972339928211	-0.333188570987325	-0.586228234887248	-0.586228234887248	-0.264078358520287	mouseSampleTag5
Aoki_419789	1.75898829246863	-0.298079864585815	-0.619691472212355	-0.619691472212355	-0.221525483458108	mouseSampleTag5
Aoki_713297	1.76547204941733	-0.306974879908289	-0.601493903215548	-0.601493903215548	-0.255509363077949	mouseSampleTag5
Aoki_745121	1.76766840042866	-0.302511973706291	-0.595057725663692	-0.595057725663692	-0.275040975394982	mouseSampleTag5
Aoki_483193	1.74849785212507	-0.235826527872201	-0.648223927987833	-0.648223927987833	-0.216223468277201	mouseSampleTag5
Aoki_733590	1.74628610294038	-0.20538674719328	-0.653182506041153	-0.653182506041153	-0.23453434366479	mouseSampleTag5
Aoki_714977	1.75852043215716	-0.254831731216024	-0.592681384649932	-0.650988043164773	-0.260019273126427	mouseSampleTag5
Aoki_453895	1.75576850685417	-0.25249103986535	-0.630349453696656	-0.630349453696656	-0.242578559595512	mouseSampleTag5
Aoki_872601	1.75515953088208	-0.246780797649133	-0.631964711906124	-0.631964711906124	-0.244449309420703	mouseSampleTag5
Aoki_766523	1.7610898229901	-0.21136482391847	-0.61086034289116	-0.61086034289116	-0.328004313289313	mouseSampleTag5
Aoki_741497	1.75127415456372	-0.205159612239611	-0.640621248905352	-0.640621248905352	-0.264872044513406	mouseSampleTag5
Aoki_38711	1.75124505490937	-0.194825073482211	-0.639708063511563	-0.639708063511563	-0.277003854404035	mouseSampleTag5
Aoki_83497	1.74846928593268	-0.187923271010121	-0.646522843888893	-0.646522843888893	-0.267500327144771	mouseSampleTag5
Aoki_577924	1.72120043454492	-0.196059702974692	-0.701459778401586	-0.701459778401586	-0.122221174767058	mouseSampleTag5
Aoki_584452	1.7262392244995	-0.246914437050339	-0.68875425442952	-0.68875425442952	-0.101816278590125	mouseSampleTag5
Aoki_594955	1.72078680694851	-0.278958001632352	-0.692001193535918	-0.692001193535918	-0.057826418244322	mouseSampleTag5
Aoki_435990	1.75481808729613	-0.349152750913901	-0.621348086292564	-0.621348086292564	-0.162969163797104	mouseSampleTag5
Aoki_400349	1.73799022931597	-0.317183278305947	-0.658844170963923	-0.658844170963923	-0.103118609082174	mouseSampleTag5
Aoki_429376	1.74036406313428	-0.28303578446183	-0.660460777962711	-0.660460777962711	-0.136406722747032	mouseSampleTag5
Aoki_9989	1.18266362700949	-0.740384721424659	-1.25496107169527	0.134326592078936	0.678355574031504	mouseSampleTag5
Aoki_348927	1.18619470868206	-0.823094292440881	-1.21463237796628	0.228823420299572	0.62270854142553	mouseSampleTag5
Aoki_200050	1.3241382564367	-0.430698328794669	-1.36608487689884	0.440371871213596	0.0322730780432143	mouseSampleTag5
Aoki_880942	1.3947438653159	-0.575148850348438	-1.26130374081061	0.0877136022944857	0.353995123548659	mouseSampleTag5
Aoki_70896	1.50096951494699	-0.85692768523962	-0.905354840358094	0.412574778715141	-0.151261768064422	mouseSampleTag5
Aoki_114256	1.62467514252803	-0.609917249474249	-0.886467595041571	0.2476060600569	-0.375896358069107	mouseSampleTag5
Aoki_186476	1.59737452432301	-0.299426525823974	-1.12949110727387	-0.26969995442923	0.101243063204067	mouseSampleTag5
Aoki_501071	1.6239369263936	-0.759117072876141	-0.886672361672496	0.00245613739974135	0.0193963707553004	mouseSampleTag5
Aoki_290629	1.73307579410723	-0.490031754563877	-0.803744354446321	-0.302776485182273	-0.136523199914763	mouseSampleTag5
Aoki_526885	1.68622088471513	-0.656288755296202	-0.802911700618875	-0.280105324000109	0.0530848952000593	mouseSampleTag5
Aoki_512298	1.74161317622598	-0.741995040055702	-0.568646117066281	-0.215656081525447	-0.215315937578547	mouseSampleTag5
Aoki_739703	1.75688687305002	-0.655071745856708	-0.586780500751534	-0.317882178024514	-0.197152448417267	mouseSampleTag5
Aoki_133201	1.77373058632105	-0.439059544003558	-0.617089469229212	-0.46566794480785	-0.251913628280432	mouseSampleTag5
Aoki_429589	1.76505781812411	-0.419574539313015	-0.704473720267381	-0.378806816198755	-0.26220274234496	mouseSampleTag5
Aoki_100908	1.7754896431229	-0.615694467129247	-0.490511697430169	-0.379278818346727	-0.290004660216756	mouseSampleTag5
Aoki_93937	1.76721663565739	-0.575640021714243	-0.575640021714243	-0.418723771451231	-0.197212820777673	mouseSampleTag5
Aoki_531464	1.77122916098374	-0.523482758729449	-0.624471406342805	-0.359138355789399	-0.264136640122084	mouseSampleTag5
Aoki_367547	1.77532402328505	-0.528614486637348	-0.484601917514104	-0.528614486637348	-0.233493132496247	mouseSampleTag5
Aoki_529131	1.77319837044649	-0.502494408992389	-0.50175663340666	-0.551607131878082	-0.217340196169364	mouseSampleTag5
Aoki_366249	1.77053963878729	-0.520983282029201	-0.469949402967917	-0.575571968276364	-0.20403498551381	mouseSampleTag5
Aoki_6116	1.77343473172164	-0.546259106564775	-0.455148225438948	-0.546259106564775	-0.225768293153142	mouseSampleTag5
Aoki_89207	1.7713405673865	-0.547420426655143	-0.429718102938845	-0.574086024477711	-0.220116013314797	mouseSampleTag5
Aoki_462197	1.76026672777339	-0.437042570448026	-0.586455893497441	-0.586455893497441	-0.150312370330485	mouseSampleTag5
Aoki_138852	1.75418220906318	-0.44630978054072	-0.595892668311216	-0.595892668311216	-0.116087091900025	mouseSampleTag5
Aoki_620679	1.75803338881394	-0.468343319352993	-0.580196194852442	-0.580196194852442	-0.129297679756059	mouseSampleTag5
Aoki_222532	1.76725112549717	-0.465985162216894	-0.55975151964196	-0.55975151964196	-0.181762923996358	mouseSampleTag5
Aoki_782531	1.76493879606285	-0.476348176710712	-0.561562314878827	-0.561562314878827	-0.165465989594481	mouseSampleTag5
Aoki_5149	1.76740364256382	-0.484388346093508	-0.55213252063583	-0.55213252063583	-0.178750255198654	mouseSampleTag5
Aoki_368302	1.76726378722869	-0.503244671275022	-0.544453518076173	-0.544453518076173	-0.175112079801327	mouseSampleTag5
Aoki_613462	1.76575416926687	-0.495253187316483	-0.551809142587621	-0.551809142587621	-0.166882696775148	mouseSampleTag5
Aoki_137009	1.7683811802976	-0.481668529549709	-0.52034241702896	-0.578640393439494	-0.187729840279436	mouseSampleTag5
Aoki_343130	1.77204759976743	-0.472477110807755	-0.543983914311777	-0.543983914311777	-0.21160266033612	mouseSampleTag5
Aoki_585545	1.77073338591569	-0.498987701572351	-0.53675891631566	-0.53675891631566	-0.198227851712024	mouseSampleTag5
Aoki_635933	1.76987386462406	-0.508889063014857	-0.53474772084824	-0.53474772084824	-0.191489359912721	mouseSampleTag5
Aoki_868399	1.76828419081155	-0.511201738091633	-0.538115481013082	-0.538115481013082	-0.180851490693753	mouseSampleTag5
Aoki_125331	1.76859998184432	-0.528785068360446	-0.528785068360446	-0.528785068360446	-0.182244776762983	mouseSampleTag5
Aoki_827489	1.77113792238156	-0.523839027495102	-0.523839027495102	-0.523839027495102	-0.199620839896254	mouseSampleTag5
Aoki_509103	1.76602863371451	-0.551484201492446	-0.494393219107374	-0.551484201492446	-0.168667011622247	mouseSampleTag5
Aoki_330243	1.76601555758428	-0.523933928429071	-0.538141873000337	-0.538141873000337	-0.165797883154538	mouseSampleTag5
Aoki_422725	1.76474866805513	-0.535649537496721	-0.535649537496721	-0.535649537496721	-0.157800055564965	mouseSampleTag5
Aoki_395820	1.74707791762363	-0.560815316763805	-0.560815316763805	-0.560815316763805	-0.0646319673322117	mouseSampleTag5
Aoki_162693	1.7490052780728	-0.558434951385936	-0.558434951385936	-0.558434951385936	-0.073700423914993	mouseSampleTag5
Aoki_515630	1.75021792592277	-0.55690044731226	-0.55690044731226	-0.55690044731226	-0.0795165839859932	mouseSampleTag5
Aoki_212269	1.7438845007701	-0.551277525441952	-0.571152160498235	-0.571152160498235	-0.050302654331678	mouseSampleTag5
Aoki_542158	1.74904724820732	-0.533169775456139	-0.570508362076179	-0.570508362076179	-0.0748607485988186	mouseSampleTag5
Aoki_74628	1.75727914873962	-0.546157798455853	-0.511992749172411	-0.58103209198651	-0.118096509124844	mouseSampleTag5
Aoki_320617	1.75741420920002	-0.547122255869014	-0.547122255869014	-0.547122255869014	-0.116047441592975	mouseSampleTag5
Aoki_747438	1.73087700535506	-0.502291746342692	-0.613091356021748	-0.613091356021748	-0.00240254696887237	mouseSampleTag5
Aoki_842327	1.74382529472611	-0.497382324250921	-0.595208007904355	-0.595208007904355	-0.0560269546664804	mouseSampleTag5
Aoki_361042	1.73291264138164	-0.576484114751798	-0.576484114751798	-0.576484114751798	-0.00346029712624889	mouseSampleTag5
Aoki_543035	1.73816402694762	-0.571009033908578	-0.571009033908578	-0.571009033908578	-0.0251369252218852	mouseSampleTag5
Aoki_756617	1.73663160141376	-0.572643263964502	-0.572643263964502	-0.572643263964502	-0.0187018095202515	mouseSampleTag5
Aoki_723465	1.71079862763318	-0.596385773114927	-0.596385773114927	-0.596385773114927	0.0783586917115986	mouseSampleTag5
Aoki_2688	1.72707083337145	-0.552996801347337	-0.596271649662565	-0.596271649662565	0.0184692673010194	mouseSampleTag5
Aoki_148043	1.72667919342554	-0.58256261454809	-0.58256261454809	-0.58256261454809	0.0210086502187314	mouseSampleTag5
Aoki_265697	1.72433824395111	-0.584740568994708	-0.584740568994708	-0.584740568994708	0.0298834630330142	mouseSampleTag5
Aoki_304536	1.65121686520436	-0.427876277182773	-0.39555139497153	-0.957643792092131	0.129854599042073	mouseSampleTag5
Aoki_833685	1.65645195202772	-0.448577529716545	-0.48067382614577	-0.892508347645039	0.165307751479629	mouseSampleTag5
Aoki_386272	1.73604300059876	-0.551899270883352	-0.397856751487971	-0.720365351235504	-0.0659216269919337	mouseSampleTag5
Aoki_44634	1.70451914654488	-0.6081403668799	-0.489197056237879	-0.691618689819559	0.0844369663924567	mouseSampleTag5
Aoki_756597	1.70222469300391	-0.662219789483871	-0.466381474964335	-0.662219789483871	0.0885963609281683	mouseSampleTag5
Aoki_162125	1.72475894276158	-0.413359305344995	-0.653575790580832	-0.653575790580832	-0.00424805625491978	mouseSampleTag5
Aoki_46616	1.71808385145631	-0.442687085642698	-0.652436647424941	-0.652436647424941	0.0294765290362674	mouseSampleTag5
Aoki_137584	1.71085852094579	-0.447242722110433	-0.659496208827093	-0.659496208827093	0.0553766188188253	mouseSampleTag5
Aoki_531527	1.67838839592999	-0.429171020077226	-0.698848493285372	-0.698848493285372	0.14847961071798	mouseSampleTag5
Aoki_270254	1.68945322708065	-0.400757758854286	-0.666066783933426	-0.728245279061256	0.105616594768321	mouseSampleTag5
Aoki_276755	1.69885550760955	-0.439520510580218	-0.675405058948435	-0.675405058948435	0.0914751208675383	mouseSampleTag5
Aoki_210062	1.64529133088193	-0.709393482363638	-0.709393482363638	-0.474421185720947	0.247916819566289	mouseSampleTag5
Aoki_623273	1.64774692996076	-0.58810131097947	-0.660022408786839	-0.660022408786839	0.260399198592389	mouseSampleTag5
Aoki_491608	1.68639980749855	-0.489517568868317	-0.669429231123633	-0.669429231123633	0.141976223617036	mouseSampleTag5
Aoki_116499	1.68221766076834	-0.529516387111429	-0.657134654269527	-0.657134654269527	0.161568034882139	mouseSampleTag5
Aoki_661175	1.67099348969377	-0.519000865613845	-0.671532038879145	-0.671532038879145	0.191071453678369	mouseSampleTag5
Aoki_640521	1.28351277294117	-0.453245079303774	-0.84205557927994	-0.84205557927994	0.853843464922483	mouseSampleTag5
Aoki_90140	1.247078334011	-0.300140434682594	-0.900996889666649	-0.900996889666649	0.855055880004893	mouseSampleTag5
Aoki_83944	1.27683263992301	-0.365879095503641	-0.87508487215394	-0.87508487215394	0.839216199888509	mouseSampleTag5
Aoki_541035	1.24993230297373	-0.37233277545331	-0.875958487456041	-0.875958487456041	0.874317447391659	mouseSampleTag5
Aoki_531965	1.19829312339583	-0.39905736964844	-0.765544021096949	-0.970318884163103	0.936627151512663	mouseSampleTag5
Aoki_119029	1.19218153229898	-0.430800918069283	-0.859307133179607	-0.859307133179607	0.957233652129515	mouseSampleTag5
Aoki_150836	1.22680288580858	-0.390705129559981	-0.871613574416852	-0.871613574416852	0.907129392585107	mouseSampleTag5
Aoki_825632	1.21519190731376	-0.380971422319134	-0.876153032338871	-0.876153032338871	0.918085579683111	mouseSampleTag5
Aoki_37821	1.39340370806806	-0.590955806833636	-0.71862351925838	-0.813036148200366	0.729211766224317	mouseSampleTag5
Aoki_456646	1.37251479902952	-0.593250106450801	-0.769957409161648	-0.769957409161648	0.76065012574458	mouseSampleTag5
Aoki_546217	1.38012229683979	-0.603359214968579	-0.763912744773442	-0.763912744773442	0.751062407675677	mouseSampleTag5
Aoki_600606	1.38162705385777	-0.549825876643738	-0.786869375144546	-0.786869375144546	0.741937573075063	mouseSampleTag5
Aoki_749333	1.38553296735598	-0.564284649492267	-0.779889236212594	-0.779889236212594	0.738530154561472	mouseSampleTag5
Aoki_718450	1.4051015418807	-0.708593179510672	-0.708593179510672	-0.708593179510672	0.720677996651321	mouseSampleTag5
Aoki_404834	1.40631675954958	-0.684643298700853	-0.720129248861975	-0.720129248861975	0.718585036875225	mouseSampleTag5
Aoki_773931	1.42008126247065	-0.689920856389415	-0.714142756794825	-0.714142756794825	0.698125107508415	mouseSampleTag5
Aoki_170497	1.38992574864495	-0.64230692423835	-0.722663422357854	-0.76513779039725	0.740182388348506	mouseSampleTag5
Aoki_441168	1.39543089460377	-0.667295002625758	-0.731036088842221	-0.731036088842221	0.733936285706431	mouseSampleTag5
